Table S1. The Gyeongju Hi-density Broadband Seismic Network (GHBSN) catalog,,,,,
EventID,Origin Time (UTC),Latitude (N),Longitude (E),Depth (km),Magnitude (ML)
1681,2019-10-28T02:35:11.749,35.7122,129.4034,12.9,1.1
1682,2019-10-28T03:29:34.997,35.7122,129.404,13,1.2
1683,2019-10-28T05:40:56.978,35.7118,129.4063,13.2,0.9
1684,2019-10-28T06:51:28.964,35.7109,129.4093,12.9,0.2
1685,2019-10-28T11:20:54.517,35.9316,128.9018,10.2,-0.3
1686,2019-10-28T11:59:34.565,35.7605,129.1931,13.7,-0.1
1687,2019-10-28T15:00:27.901,35.7107,129.407,13.1,0.6
1688,2019-10-28T15:09:23.198,35.6886,129.1489,10.4,0.6
1689,2019-10-28T15:35:24.353,35.7693,129.1952,12.4,-0.3
1690,2019-10-28T16:16:13.474,35.6881,129.1488,10.2,-0.2
1691,2019-10-28T17:17:29.891,35.7669,129.2013,13.8,-0.2
1692,2019-10-28T21:10:29.400,35.7148,129.3504,9.9,1.1
1693,2019-10-28T23:38:56.867,35.6874,129.1482,9.7,-0.2
1694,2019-10-29T01:54:39.733,35.768,129.1852,12,0
1695,2019-10-29T02:57:48.096,35.8937,129.0692,14.8,0.1
1696,2019-10-29T03:36:21.918,35.7097,129.4074,13.2,0.6
1697,2019-10-29T03:51:47.788,35.7122,129.4111,13.6,0.2
1698,2019-10-29T04:41:00.866,35.7103,129.4075,13.3,0.6
1699,2019-10-29T10:23:03.207,35.9389,128.8785,11.2,-0.1
1700,2019-10-29T10:37:14.033,35.7141,129.4129,13.8,0
1701,2019-10-30T00:30:31.829,35.711,129.4056,12.9,0.5
1702,2019-10-30T03:45:20.298,35.6881,129.1493,10.2,0
1703,2019-10-30T11:17:28.958,35.7525,129.1768,13.8,0.3
1704,2019-10-30T17:09:39.918,35.7634,129.1975,13.7,-0.2
1705,2019-10-30T18:17:10.137,35.6874,129.1476,9.9,0.1
1706,2019-10-31T11:54:18.790,35.7727,129.2016,14.1,-0.2
1707,2019-10-31T17:07:04.813,35.6867,129.1488,9.9,-0.3
1708,2019-11-01T03:30:44.954,35.7277,129.3559,9.3,0
1709,2019-11-01T13:10:24.331,35.7935,129.3779,14.8,-0.1
1710,2019-11-01T14:55:47.364,35.6891,129.1496,10.3,-0.4
1711,2019-11-01T15:45:54.188,35.7422,129.4239,13.6,-0.2
1712,2019-11-01T16:35:39.145,36.0945,129.1841,13.4,0
1713,2019-11-01T18:10:09.014,35.6879,129.1491,10,-0.4
1714,2019-11-01T18:19:35.455,35.7118,129.4068,12.9,-0.1
1715,2019-11-01T22:11:04.605,35.6893,129.1487,10.5,0
1716,2019-11-02T11:10:41.400,35.7443,129.5709,7.4,0.8
1717,2019-11-03T11:27:09.636,35.7297,129.2029,9.6,-0.2
1718,2019-11-03T11:29:44.301,35.8651,129.7261,19.3,1.2
1719,2019-11-03T11:40:32.941,36.1462,129.3891,11.3,1.5
1720,2019-11-03T14:48:47.164,35.6894,129.3256,16.4,0.1
1721,2019-11-03T16:44:24.708,35.7056,129.1554,12.4,-0.7
1722,2019-11-03T20:07:32.920,35.9386,128.8852,9.8,-0.2
1723,2019-11-03T22:40:35.194,35.6891,129.3218,14.7,-0.1
1724,2019-11-03T23:25:17.645,35.7608,129.1912,15.6,0.9
1725,2019-11-03T23:37:06.918,35.7632,129.1948,15.3,0.2
1726,2019-11-04T03:12:15.208,35.6918,129.1499,10.7,-0.2
1727,2019-11-04T06:59:19.909,35.9372,128.8824,10.8,0.9
1728,2019-11-04T07:45:15.943,35.9424,128.8697,11.2,0.2
1729,2019-11-04T16:34:01.591,35.7633,129.1936,15.8,0
1730,2019-11-04T16:58:41.835,35.841,129.7122,15.8,0.9
1731,2019-11-05T09:52:16.472,35.7603,129.024,5.4,1
1732,2019-11-05T18:14:22.014,35.6865,129.1492,9.5,-0.6
1733,2019-11-05T18:17:17.456,35.6885,129.1492,10.5,0.6
1734,2019-11-05T18:17:56.958,35.6881,129.1488,10.2,-0.2
1735,2019-11-06T07:06:33.052,35.9471,129.1237,41.9,0.8
1736,2019-11-06T12:53:21.956,35.6892,129.1496,10.8,-0.4
1737,2019-11-06T16:33:01.453,35.7653,129.1999,14.6,-0.1
1738,2019-11-08T04:21:03.103,35.7965,129.3681,9.7,0.5
1739,2019-11-08T09:06:39.805,35.8619,129.1261,2.8,-0.7
1740,2019-11-08T13:48:02.252,35.7648,129.1994,15.4,1.8
1741,2019-11-08T16:02:38.754,35.8062,129.4303,15.9,0.2
1742,2019-11-08T18:03:14.414,35.7394,129.4211,13.6,-0.1
1743,2019-11-08T20:02:24.355,35.7536,129.1891,15,-0.3
1744,2019-11-09T00:14:35.845,35.6879,129.1489,10.2,0.3
1745,2019-11-09T03:52:42.883,35.6911,129.1507,11,-0.3
1746,2019-11-09T06:57:57.147,35.7262,129.358,9,0
1747,2019-11-09T08:54:18.783,35.689,129.1487,10.1,-0.2
1748,2019-11-09T09:30:13.671,35.6882,129.1489,10.2,0.2
1749,2019-11-09T11:09:10.084,35.9385,128.882,11,-0.2
1750,2019-11-09T11:26:39.670,35.7135,129.351,9.3,0.2
1751,2019-11-09T12:14:42.424,35.7685,129.1874,11.9,-0.3
1752,2019-11-09T12:39:52.531,35.7572,129.1864,27.8,0.1
1753,2019-11-09T17:06:13.192,35.692,129.1535,12.1,-0.4
1754,2019-11-09T19:17:22.247,35.7393,129.1738,15.9,-0.3
1755,2019-11-09T20:31:26.251,35.7476,129.1813,15.5,0
1756,2019-11-10T12:49:37.745,35.775,129.1893,14.9,-0.3
1757,2019-11-10T18:17:08.459,35.6896,129.1499,10,0.1
1758,2019-11-10T18:37:31.229,35.6896,129.1482,9.9,-0.4
1759,2019-11-11T00:42:52.024,35.7422,129.4159,13.3,0.5
1760,2019-11-11T08:59:53.383,35.714,129.3502,9.1,0.1
1761,2019-11-11T10:40:51.765,35.9378,128.8856,10.4,0.1
1762,2019-11-11T15:45:51.226,35.7274,129.4068,13.5,0
1763,2019-11-12T00:23:58.936,35.7793,129.1894,12.9,0.4
1764,2019-11-12T09:07:03.923,35.9336,128.8913,9.4,-0.2
1765,2019-11-12T22:23:01.572,35.7725,129.1984,13.3,0.3
1766,2019-11-12T23:40:48.882,35.7885,129.3102,8.9,0
1767,2019-11-13T13:21:30.454,35.7589,129.1712,15.2,-0.3
1768,2019-11-13T19:08:42.549,35.8417,129.7357,15.5,1
1769,2019-11-14T10:52:31.743,35.6194,129.3402,12.8,0
1770,2019-11-14T13:01:35.018,35.4858,128.8846,13,-0.5
1771,2019-11-14T14:35:05.363,35.7574,129.3941,11.8,0.2
1772,2019-11-14T14:41:44.584,35.7557,129.3932,11,-0.1
1773,2019-11-14T14:45:44.927,35.7562,129.393,11.2,-0.2
1774,2019-11-15T10:48:15.044,35.6897,129.1495,10.2,0.2
1775,2019-11-15T12:39:15.380,35.7968,129.1537,11.4,1.7
1776,2019-11-16T03:56:27.689,35.7732,129.2009,14.5,0.9
1777,2019-11-16T10:24:34.247,35.7778,129.3127,9,0.7
1778,2019-11-16T15:02:02.257,35.9308,128.9001,9.7,-0.4
1779,2019-11-16T19:52:19.480,35.9354,128.8853,10.1,0.3
1780,2019-11-17T07:36:55.409,35.6892,129.1489,10.1,0.2
1781,2019-11-18T19:46:01.862,35.7665,129.1854,14.1,0.1
1782,2019-11-19T10:11:07.980,35.7847,129.21,13.6,0.1
1783,2019-11-19T10:11:27.806,35.8062,129.2927,29.2,0.4
1784,2019-11-19T17:23:15.659,36.0921,129.3467,9.8,1.1
1785,2019-11-20T18:21:18.244,35.7775,129.3208,9.1,-0.4
1786,2019-11-20T20:14:11.482,35.7795,129.2032,14.4,-0.3
1787,2019-11-20T21:14:50.245,35.7803,129.3737,13.3,0
1788,2019-11-21T12:23:55.066,35.9384,128.884,10.9,0.1
1789,2019-11-21T12:48:40.904,35.7738,129.1962,14.2,0.6
1790,2019-11-21T13:06:09.441,35.7769,129.2003,14.5,0
1791,2019-11-21T15:06:44.638,35.7715,129.1854,12.6,0
1792,2019-11-22T07:08:42.274,35.7447,129.4102,13.1,0.2
1793,2019-11-22T10:52:26.785,35.6888,129.1484,9.9,-0.3
1794,2019-11-22T16:49:08.300,35.778,129.3707,12.7,0.4
1795,2019-11-22T18:08:19.075,35.7774,129.3739,13.2,0
1796,2019-11-22T21:02:21.754,35.8637,129.7144,19.4,1.3
1797,2019-11-23T11:36:18.882,35.766,129.1873,13.9,0
1798,2019-11-23T11:54:14.823,35.7981,129.5113,24.6,0.3
1799,2019-11-23T13:56:26.503,35.7632,129.1958,14,0.1
1800,2019-11-23T14:39:29.144,35.7786,129.1886,12.7,-0.1
1801,2019-11-23T22:13:38.207,35.7779,129.1877,12.8,0.1
1802,2019-11-24T06:34:04.914,35.7771,129.3144,8.9,0.1
1803,2019-11-24T18:06:25.519,35.8432,129.362,13.9,0
1804,2019-11-25T21:10:11.249,35.7832,129.3274,5.5,0.5
1805,2019-11-25T22:20:04.443,35.7126,129.4075,13.1,0.3
1806,2019-11-25T23:17:17.641,35.7118,129.4047,13,0.8
1807,2019-11-25T23:37:24.384,35.7092,129.417,14.8,0.2
1808,2019-11-26T01:22:45.823,35.6884,129.1489,10.1,0.7
1809,2019-11-26T16:47:52.821,35.6035,128.9653,7.6,0.4
1810,2019-11-27T05:17:00.598,35.7164,129.4175,14.7,0.3
1811,2019-11-27T07:53:08.308,35.7647,129.1957,14.8,0.1
1812,2019-11-27T09:59:19.260,35.7634,129.1914,15,0.1
1813,2019-11-27T17:20:21.705,35.7529,129.3869,13.3,-0.2
1814,2019-11-28T07:13:43.659,35.7192,129.3536,10,0.4
1815,2019-11-28T18:20:22.751,35.4893,128.8547,13.9,-0.4
1816,2019-11-28T22:47:11.312,35.864,129.7252,19.1,1.4
1817,2019-11-29T00:46:57.915,35.7912,129.2095,15.6,0.1
1818,2019-11-29T03:32:27.751,35.7672,129.3833,8.6,0.5
1819,2019-11-29T03:37:48.221,35.7794,129.1797,12.2,0
1820,2019-11-29T03:40:31.226,35.8501,129.0138,4.2,0.8
1821,2019-11-29T08:31:50.887,35.9202,129.7206,15.4,0.9
1822,2019-11-29T20:19:20.735,35.7613,129.2096,15.2,0
1823,2019-11-30T08:16:20.042,35.7917,129.1998,13.8,-0.2
1824,2019-11-30T10:00:13.420,36.1345,129.4268,10.8,0.5
1825,2019-11-30T19:08:17.707,35.9397,128.8866,9.5,-0.5
1826,2019-12-01T22:58:08.452,36.162,128.9624,15,1.5
1827,2019-12-02T00:37:51.281,35.7574,129.3708,12.9,1.5
1828,2019-12-02T00:41:39.035,35.7624,129.3833,14.3,0.4
1829,2019-12-02T23:05:06.690,35.8821,129.7302,19.5,1.6
1830,2019-12-03T09:06:11.370,35.8275,129.3859,11.1,0.8
1831,2019-12-04T00:11:52.268,35.7297,129.369,11.5,1.2
1832,2019-12-04T03:28:23.285,35.8275,129.3855,11,0.9
1833,2019-12-04T07:33:18.753,35.7587,129.1923,15.3,0.4
1834,2019-12-04T09:05:10.642,35.8273,129.3831,10.7,0.3
1835,2019-12-04T11:05:18.310,35.712,129.359,12.7,0.2
1836,2019-12-04T12:33:55.862,35.6906,129.1493,10.1,-0.3
1837,2019-12-04T15:38:32.530,36.2504,128.6132,9.9,1.6
1838,2019-12-04T20:19:42.877,35.7642,129.1969,13.6,0.2
1839,2019-12-05T08:55:48.783,35.7652,129.1986,13.7,0.2
1840,2019-12-05T10:19:06.925,35.7764,129.2062,14.3,0.5
1841,2019-12-05T11:09:01.176,35.8293,129.3856,11,0.4
1842,2019-12-05T16:02:02.991,35.7614,129.3746,12.3,0.4
1843,2019-12-06T01:04:07.954,35.8276,129.3853,11.1,1.3
1844,2019-12-06T10:31:08.321,35.8397,129.1877,11.2,0.1
1845,2019-12-06T15:48:45.107,35.8277,129.3856,11.2,0.8
1846,2019-12-07T13:58:22.845,35.8847,129.5112,11.7,0.3
1847,2019-12-08T01:19:16.144,35.8274,129.383,10.5,0.1
1848,2019-12-08T08:27:39.075,35.7587,129.3827,13.3,-0.1
1849,2019-12-08T10:58:53.944,35.7751,129.3708,14.2,0
1850,2019-12-08T11:00:34.066,35.6431,128.7119,18.3,1.5
1851,2019-12-08T20:21:04.810,35.7543,129.1936,14.3,-0.1
1852,2019-12-09T02:21:18.062,35.7577,129.1823,14,0
1853,2019-12-09T09:55:09.779,35.583,129.474,7.9,0.2
1854,2019-12-09T10:30:10.406,35.5038,128.8927,13.6,-0.3
1855,2019-12-09T10:59:26.984,35.7626,129.3893,14.8,-0.1
1856,2019-12-09T11:51:20.738,35.7624,129.173,15.5,0
1857,2019-12-09T15:48:15.288,35.7619,129.1948,14.3,0.1
1858,2019-12-09T16:46:47.857,35.7796,129.2196,15.3,-0.3
1859,2019-12-12T14:27:33.127,35.8047,129.2554,14,-0.1
1860,2019-12-13T13:21:18.596,35.8347,129.7099,16.5,0.6
1861,2019-12-13T14:47:45.341,35.5806,129.3054,6.5,0
1862,2019-12-13T22:07:11.423,35.7204,129.1838,13.7,-0.1
1863,2019-12-14T02:27:52.256,35.4749,129.1187,18.5,0.6
1864,2019-12-14T04:31:54.571,35.9224,129.116,43,0.8
1865,2019-12-14T12:49:45.178,35.7655,129.1918,15.1,0.9
1866,2019-12-16T18:11:54.049,35.8096,129.3946,10.9,0
1867,2019-12-17T03:26:42.183,35.7903,129.1973,13.9,-0.2
1868,2019-12-17T16:17:57.467,35.6904,129.1493,10.2,-0.2
1869,2019-12-18T09:55:50.741,35.7689,129.1858,13.4,0.1
1870,2019-12-18T15:54:04.422,35.7824,129.3565,16.3,0.1
1871,2019-12-18T18:02:15.896,35.8505,128.8202,16.4,0.1
1872,2019-12-18T22:27:37.550,35.9404,128.8767,12.3,0.2
1873,2019-12-19T03:42:35.313,35.769,129.1856,13.4,0.2
1874,2019-12-19T04:11:40.622,35.7291,129.3648,10.9,1.5
1875,2019-12-19T11:30:44.008,35.7161,129.3502,9.7,0.5
1876,2019-12-19T14:43:33.509,35.76,129.1943,14.8,-0.1
1877,2019-12-19T15:44:34.289,35.759,129.1908,15.5,0
1878,2019-12-20T01:28:00.795,35.7614,129.1929,15.6,0.6
1879,2019-12-20T13:06:33.951,35.5709,128.9369,13.5,-0.4
1880,2019-12-20T20:11:46.542,35.7622,129.1968,13.9,-0.2
1881,2019-12-21T01:46:15.153,35.7514,129.1403,18.4,0.2
1882,2019-12-21T02:22:42.881,35.7712,129.1927,12.5,0.7
1883,2019-12-21T03:12:44.713,35.9272,129.19,3.3,0.5
1884,2019-12-21T03:14:25.242,35.9271,129.1916,3.2,0.5
1885,2019-12-21T03:33:03.392,35.7792,129.1946,13.7,0.1
1886,2019-12-21T04:49:56.137,35.8912,129.42,14.2,0.4
1887,2019-12-21T05:59:20.764,35.6875,129.1501,10.6,0
1888,2019-12-21T17:18:18.095,35.6893,129.149,9.6,-0.6
1889,2019-12-21T18:13:47.644,35.9181,129.0842,6.1,0.8
1890,2019-12-21T20:17:03.303,35.7669,129.1784,12.8,-0.5
1891,2019-12-22T08:39:09.987,35.7905,129.2097,13.9,0.5
1892,2019-12-22T15:32:31.693,35.7572,129.3772,12.7,0.2
1893,2019-12-23T06:34:32.389,35.7921,129.1301,21,0.3
1894,2019-12-23T19:50:12.267,35.7271,129.3655,11.1,1
1895,2019-12-24T03:05:59.370,35.9364,129.2169,3.9,0.5
1896,2019-12-24T07:30:41.313,35.7572,129.3771,13,0.7
1897,2019-12-24T16:23:45.548,35.7606,129.1909,14.8,-0.1
1898,2019-12-24T18:53:04.852,35.7653,129.2003,14.1,-0.4
1899,2019-12-25T13:39:18.130,35.7649,129.1973,15.3,1.1
1900,2019-12-26T08:43:07.498,35.6895,129.1481,10.9,-0.2
1901,2019-12-26T10:36:58.580,35.8117,129.4265,16.4,0.4
1902,2019-12-26T10:39:02.721,35.8106,129.4227,15.4,0.5
1903,2019-12-27T12:55:47.174,35.7686,129.2,14,0
1904,2019-12-27T21:29:52.870,35.7724,129.2459,13,-0.2
1905,2019-12-28T02:45:27.353,35.7504,129.1783,13.1,1.6
1906,2019-12-28T05:09:22.603,35.7558,129.5365,10.9,1.2
1907,2019-12-28T18:54:13.173,35.6913,129.1549,11.2,-0.9
1908,2019-12-28T22:59:10.961,36.2251,129.6284,15.8,1.2
1909,2019-12-29T02:10:56.350,35.7916,129.386,12.5,0
1910,2019-12-29T07:03:35.228,35.7688,129.1941,17.8,-0.1
1911,2019-12-29T09:17:01.530,35.7326,129.3583,9.6,-0.2
1912,2019-12-29T15:32:08.436,35.5548,128.8998,19,3.6
1913,2019-12-29T15:46:29.242,35.542,128.8838,20.9,0.6
1914,2019-12-29T16:44:02.441,35.5484,128.8915,19.4,2.4
1915,2019-12-29T17:57:54.480,36.0755,129.3261,7.2,0.8
1916,2019-12-29T21:08:53.920,35.6906,129.1494,10,-0.4
1917,2019-12-30T03:00:23.468,35.9847,129.2141,3.6,0.6
1918,2019-12-30T09:35:06.914,35.7981,129.4314,14.9,0.1
1919,2019-12-30T20:25:32.173,35.5367,128.886,12.7,-0.1
1920,2019-12-31T08:09:53.321,35.9086,129.1076,6.1,-0.3
1921,2019-12-31T11:19:54.221,35.5393,128.8808,21.4,1.3
1922,2019-12-31T19:40:39.638,35.6902,129.1499,10.3,-0.3
1923,2020-01-01T10:27:25.570,35.5292,128.8522,24.4,-0.1
1924,2020-01-01T10:42:42.818,35.7001,129.3283,9.5,-0.2
1925,2020-01-01T13:41:10.044,35.5359,128.8813,12.8,-0.1
1926,2020-01-01T23:04:12.951,35.6903,129.1495,9.9,-0.3
1927,2020-01-02T07:10:16.796,35.7114,129.347,8.4,0
1928,2020-01-02T09:00:30.806,35.7126,129.3503,9.3,0.1
1929,2020-01-02T10:21:58.820,35.7118,129.3483,9.5,0
1930,2020-01-03T01:52:08.206,35.755,128.9587,7.3,0.7
1931,2020-01-03T21:25:47.370,35.7432,129.1225,13.9,0.1
1932,2020-01-03T21:37:01.884,35.7555,129.195,14.7,-0.2
1933,2020-01-04T19:38:29.136,35.763,129.1945,13.7,-0.3
1934,2020-01-04T22:15:47.380,35.689,129.1498,10.2,0.3
1935,2020-01-05T10:05:49.110,35.901,129.704,16.9,1.9
1936,2020-01-05T12:02:06.911,35.7879,129.1985,13.3,0.3
1937,2020-01-05T13:21:28.068,35.7326,129.4265,13.9,-0.2
1938,2020-01-05T18:19:20.984,35.7601,129.1988,15,-0.4
1939,2020-01-05T19:17:06.235,35.7606,129.1958,14.2,-0.4
1940,2020-01-06T02:58:01.818,35.8681,129.0904,7.8,-0.4
1941,2020-01-07T05:10:50.640,35.8624,129.7205,19.2,1.1
1942,2020-01-08T00:09:50.035,35.7827,129.191,11.7,-0.1
1943,2020-01-09T14:26:22.119,35.7857,129.378,13.4,1.4
1944,2020-01-09T15:35:31.404,35.7817,129.3584,15.2,0.1
1945,2020-01-09T18:04:29.124,36.1359,129.3786,8.8,0.7
1946,2020-01-09T23:13:57.885,35.7618,129.1961,14.1,0.1
1947,2020-01-10T08:27:44.831,35.691,129.1522,10.8,-0.5
1948,2020-01-10T16:44:36.134,35.8381,129.446,15.2,0.1
1949,2020-01-11T05:15:51.930,35.734,129.406,13.5,0.2
1950,2020-01-11T08:59:22.736,35.7873,129.2027,13.2,-0.1
1951,2020-01-11T10:07:06.302,35.7582,129.1951,15,-0.2
1952,2020-01-11T12:06:02.876,35.9501,129.415,12.7,0
1953,2020-01-11T12:09:10.126,35.6991,129.3988,9.8,0.1
1954,2020-01-11T14:38:46.995,35.9489,129.2409,7,0.2
1955,2020-01-11T17:10:55.723,35.761,129.1958,14.2,0
1956,2020-01-12T13:16:38.228,35.5286,128.8576,22.1,0
1957,2020-01-12T14:02:38.618,35.9382,128.8841,9.8,-0.3
1958,2020-01-12T15:53:55.718,35.8029,129.3291,14.2,-0.2
1959,2020-01-12T15:54:14.799,35.8045,129.3331,15.1,0.7
1960,2020-01-13T15:24:28.647,35.6878,129.1498,10,0.1
1961,2020-01-14T08:42:19.533,35.7662,129.1783,12.8,1.5
1962,2020-01-14T14:01:06.848,35.9402,128.878,10.8,0.6
1963,2020-01-14T23:41:52.083,35.8238,129.3899,10.8,0.3
1964,2020-01-15T10:53:45.262,35.7513,129.1929,17.2,-0.1
1965,2020-01-16T00:12:59.242,35.7819,129.2029,13.6,0.1
1966,2020-01-16T02:53:23.088,36.0937,129.1492,4,1.6
1967,2020-01-16T11:04:36.790,35.564,128.9,17.3,-0.2
1968,2020-01-16T15:54:40.902,35.7833,129.3131,8.5,-0.3
1969,2020-01-16T15:55:24.447,35.7538,129.1816,12.4,-0.3
1970,2020-01-18T15:37:01.186,35.8361,129.2898,12.9,-0.1
1971,2020-01-18T16:43:40.515,36.0735,129.2965,13.8,0.8
1972,2020-01-18T16:44:11.535,36.0742,129.296,14.3,1.4
1973,2020-01-18T16:45:03.132,36.098,129.3264,15.9,0.6
1974,2020-01-18T16:46:32.771,36.0891,129.319,15.2,0.7
1975,2020-01-18T16:53:44.359,36.0864,129.3202,14.6,0.1
1976,2020-01-18T17:20:49.174,36.0848,129.3084,14.7,0.9
1977,2020-01-19T04:36:03.392,35.7808,129.3602,15.8,0.1
1978,2020-01-20T00:25:46.897,36.0787,129.3073,14.4,0.7
1979,2020-01-20T05:12:52.541,35.7625,129.196,16.2,0.3
1980,2020-01-20T10:11:13.439,35.9336,128.8992,10.4,-0.2
1981,2020-01-20T13:06:32.643,35.724,129.0123,12.9,-0.5
1982,2020-01-20T13:08:51.641,35.727,129.0145,14.4,-0.2
1983,2020-01-20T13:53:15.286,35.7278,129.0139,14.1,-0.1
1984,2020-01-20T15:05:24.391,35.726,129.013,14.5,0.5
1985,2020-01-20T15:19:48.062,35.7276,129.0136,14.2,-0.3
1986,2020-01-21T00:13:31.801,36.1157,129.3495,9.6,1.1
1987,2020-01-21T05:51:16.300,35.9704,129.6269,18.8,1.3
1988,2020-01-21T18:47:15.179,35.9659,129.606,17.2,0.7
1989,2020-01-22T00:24:38.814,35.9705,129.6279,18.5,1.3
1990,2020-01-23T08:43:57.651,35.8367,129.6712,16.2,1.9
1991,2020-01-23T09:45:09.239,35.7563,129.3941,12.8,0
1992,2020-01-23T16:33:17.923,35.7784,129.3124,8.4,-0.1
1993,2020-01-23T18:20:05.071,35.7602,129.3787,11.9,0
1994,2020-01-23T19:16:55.738,35.7271,129.4084,12.8,-0.1
1995,2020-01-24T08:45:29.995,35.8944,129.7314,16.5,0.8
1996,2020-01-24T13:55:47.895,35.7689,129.1839,12,-0.5
1997,2020-01-24T19:08:11.651,35.7962,129.0913,17,0.2
1998,2020-01-24T20:25:26.521,35.5256,128.8797,12.3,-0.2
1999,2020-01-24T23:20:23.176,35.5532,128.9252,20.2,0.2
2000,2020-01-25T22:58:13.587,35.7154,129.3952,7.8,-0.1
2001,2020-01-26T22:13:13.029,35.7871,129.2093,14.1,0.1
2002,2020-01-27T10:16:30.628,35.7213,129.3827,12.7,0.7
2003,2020-01-27T10:33:37.875,35.7345,129.3918,12.8,0.5
2004,2020-01-29T11:51:09.955,35.749,129.3738,14,0.2
2005,2020-01-29T13:54:08.473,35.7926,129.455,10.4,0.4
2006,2020-01-31T11:26:54.161,35.7653,129.2027,15.5,1.4
2007,2020-02-01T09:41:06.233,35.696,129.1358,12.4,-0.4
2008,2020-02-01T19:24:46.455,35.7135,129.3512,9.6,0.2
2009,2020-02-02T04:01:36.257,35.776,129.2102,15,0.1
2010,2020-02-02T06:04:39.910,35.7716,129.1953,13.7,0.1
2011,2020-02-02T06:32:55.142,35.6937,129.1498,10.3,-0.2
2012,2020-02-03T07:27:37.360,35.7146,129.401,7.3,0.9
2013,2020-02-03T14:41:24.590,35.7711,129.1808,12.7,0.8
2014,2020-02-03T22:55:08.031,35.7704,129.3953,11.3,0.6
2015,2020-02-04T01:26:10.415,35.7799,129.1922,13.4,0.1
2016,2020-02-04T04:09:13.336,35.7656,129.1972,15.7,0.2
2017,2020-02-04T14:57:09.608,35.6894,128.8542,15.1,0.8
2018,2020-02-04T16:38:30.674,35.7807,129.1978,13.4,-0.2
2019,2020-02-04T22:03:15.915,35.7591,129.1914,13.6,0.4
2020,2020-02-06T10:53:22.202,35.7571,129.1878,13.9,-0.1
2021,2020-02-08T06:33:19.809,35.5104,129.0998,9.5,0.6
2022,2020-02-08T11:10:43.677,35.7571,129.194,14.8,0.7
2023,2020-02-08T11:12:09.368,35.7535,129.1858,14.2,-0.3
2024,2020-02-08T11:46:05.587,35.7611,129.1699,13.7,-0.2
2025,2020-02-08T13:37:47.908,35.7393,129.4192,14.4,0.3
2026,2020-02-08T18:10:02.183,35.6734,129.4758,8.8,0.5
2027,2020-02-08T18:46:31.978,35.675,129.4819,9,0.1
2028,2020-02-08T19:07:20.066,35.6656,129.5011,10.3,0.3
2029,2020-02-08T20:52:29.592,35.7631,129.1914,14.4,-0.2
2030,2020-02-08T21:10:05.343,35.667,129.4807,8.7,0.2
2031,2020-02-09T01:25:14.385,35.6805,129.3728,11.5,0
2032,2020-02-09T05:41:26.276,35.7719,129.0408,9.8,2.7
2033,2020-02-09T07:50:25.900,35.7617,129.1979,15.1,-0.1
2034,2020-02-09T09:47:05.107,35.8312,129.396,15.6,0.1
2035,2020-02-09T13:42:56.622,35.7778,129.2016,13.8,-0.2
2036,2020-02-10T07:05:06.768,35.6894,129.1503,9.9,0.1
2037,2020-02-10T07:05:37.212,35.6892,129.1494,9.6,0.2
2038,2020-02-11T03:24:32.980,35.7089,129.0061,11.1,0.2
2039,2020-02-11T04:26:42.763,35.9734,129.2879,8.7,1.3
2040,2020-02-11T07:04:31.860,35.7633,129.193,13,0.2
2041,2020-02-11T16:46:41.772,36.0238,128.9323,15.8,0.1
2042,2020-02-11T18:02:06.674,35.9365,128.879,10.2,-0.1
2043,2020-02-12T00:19:08.190,35.9323,128.8967,10.3,0.2
2044,2020-02-12T07:04:23.578,35.772,129.1979,13.1,0.5
2045,2020-02-12T11:21:48.536,35.7463,129.1924,14.7,0.7
2046,2020-02-12T22:08:43.272,35.7711,129.1993,12.3,-0.1
2047,2020-02-13T08:31:19.658,35.7868,129.2003,15.1,-0.1
2048,2020-02-13T14:51:38.581,35.7648,129.1963,13.9,0
2049,2020-02-13T14:59:16.038,35.7492,129.1924,13.4,-0.3
2050,2020-02-13T16:58:05.893,35.7577,129.1914,14,0.3
2051,2020-02-13T19:26:22.825,35.6913,129.1504,10.1,-0.2
2052,2020-02-13T22:08:58.880,35.7236,129.3549,10.2,0.4
2053,2020-02-14T08:06:09.752,35.7596,129.1772,13.6,0.3
2054,2020-02-14T21:08:30.525,35.7698,129.1849,11.7,0
2055,2020-02-15T02:48:55.900,35.7749,129.1866,11.8,0.1
2056,2020-02-15T16:29:22.591,35.7533,129.1916,12.8,-0.2
2057,2020-02-17T09:54:41.694,35.7754,129.2018,14.2,0.1
2058,2020-02-17T13:37:36.349,35.939,128.8871,9.9,0.1
2059,2020-02-17T14:30:56.754,35.7067,129.353,9.6,0.2
2060,2020-02-17T20:58:37.967,35.7676,129.1934,13.8,0.6
2061,2020-02-18T09:47:22.813,35.7563,129.4216,12.1,-0.1
2062,2020-02-18T09:48:57.144,35.7554,129.4218,12.6,-0.1
2063,2020-02-18T09:49:29.915,35.7548,129.4173,11.6,-0.1
2064,2020-02-18T09:50:33.237,35.7543,129.4162,13.6,0.5
2065,2020-02-18T10:24:42.326,35.7554,129.4137,13.1,0.6
2066,2020-02-18T10:29:01.274,35.7541,129.4117,12.8,0.4
2067,2020-02-18T10:36:20.122,35.7549,129.4146,13.3,0.4
2068,2020-02-18T10:44:20.172,35.7557,129.415,13.5,0.1
2069,2020-02-18T10:46:34.854,35.7544,129.4166,13.5,-0.2
