event_idx,event_time,lat,lon,depth,x,y,z,ex,ey,ez,nccp,nccs,nctp,ncts,cid,is_dtcc,n_used,ml_ufraw_reloc,ml_ufcorr_reloc,ml_ufcorr_old,dml
225,2011-12-20 10:23:54.829999+00:00,35.789844,129.380933,12.629,94.9,3972.1,1302.8,0.6,0.8,0.7,0,0,646,713,1,False,2.0,0.4679468162458579,0.3523343201304784,0.410127145179925,-0.057792825049446606
227,2011-12-21 12:34:19.410000+00:00,35.839486,129.424658,13.491,4047.5,9480.1,2164.7,0.4,0.4,0.4,0,2,42,46,1,True,3.0,0.9373867839666825,0.9722665572744551,1.0182401731550803,-0.04597361588062521
230,2011-12-27 06:54:14.429999+00:00,35.730225,129.367375,10.295,-1131.4,-2642.9,-1031.7,0.1,0.1,0.1,51,65,536,508,1,True,4.0,1.9593229692613416,1.994202742569114,2.008500156510962,-0.014297413941848136
232,2011-12-30 13:34:56.310000+00:00,35.726347,129.375391,12.758,-406.4,-3073.2,1432.0,2.2,4.7,0.8,0,0,503,404,1,False,3.0,0.4845771445868654,0.5194569178946377,0.5270865876467178,-0.007629669752080126
236,2012-01-14 09:35:07.070000+00:00,35.722416,129.352718,10.529,-2457.3,-3509.3,-797.8,0.6,1.2,0.5,0,0,602,619,1,False,2.0,0.38036709797641555,0.26475460186103605,0.2651694023675151,-0.00041480050647901834
240,2012-01-26 08:31:14.070000+00:00,35.697811,129.358952,11.654,-1893.7,-6239.4,328.1,0.8,1.2,0.7,0,0,602,594,1,False,4.0,0.7607315436036828,0.7859934792965735,0.8046103837753121,-0.01861690447873865
241,2012-02-06 17:36:51.079999+00:00,35.706722,129.365535,11.09,-1298.0,-5250.7,-236.5,0.7,1.1,0.3,0,0,557,558,1,False,2.0,0.7354720649803218,0.6198595688649423,0.6052231098869909,0.014636458977951405
243,2012-02-10 08:40:44.500000+00:00,35.766101,129.363094,12.971,-1518.3,1337.7,1645.0,0.2,0.3,0.3,0,4,461,461,1,True,2.0,0.5726458972096617,0.45703340109428225,0.5018019415575465,-0.044768540463264284
244,2012-02-18 06:29:01.940000+00:00,35.787756,129.361841,9.82,-1631.4,3740.5,-1505.9,0.2,0.3,0.3,5,1,614,570,1,True,4.0,0.7572821373390846,0.8650893361777207,0.888943637231864,-0.023854301054143323
247,2012-02-23 22:36:12.320000+00:00,35.768575,129.383716,13.337,346.6,1612.2,2010.7,0.5,0.6,0.6,0,0,842,865,1,False,4.0,0.8741946191729218,0.9329833814372533,0.9836015167460256,-0.05061813530877224
248,2012-03-11 03:29:53.549999+00:00,35.729529,129.367513,10.199,-1118.9,-2720.1,-1127.0,0.1,0.1,0.1,54,65,718,722,1,True,3.0,0.5814952120670198,0.6163749853747921,0.6131511682272535,0.00322381714753861
249,2012-03-12 01:14:57.859999+00:00,35.724028,129.399162,8.441,1744.0,-3330.5,-2885.1,0.2,0.4,0.1,8,7,615,536,1,True,5.0,0.9202058007645841,0.8013204552262465,0.8165843730256781,-0.015263917799431592
250,2012-03-12 17:30:02.560000+00:00,35.723877,129.398999,8.429,1729.3,-3347.2,-2897.2,0.2,0.4,0.1,9,6,627,534,1,True,6.0,1.8040249504131354,1.800371597186662,1.8261497668147784,-0.0257781696281163
251,2012-03-15 16:48:45.649999+00:00,35.779122,129.331104,14.136,-4411.1,2782.4,2809.1,0.4,0.4,0.5,0,0,255,223,1,False,3.0,0.5596026829419796,0.5942144942534284,0.6154597576806908,-0.021245263427262406
252,2012-03-18 19:34:07.519999+00:00,35.738786,129.366292,12.434,-1229.3,-1693.0,1107.4,0.5,0.8,0.4,0,0,322,458,1,False,2.0,0.11927886250729869,0.003666366391919168,-0.0523912345157313,0.05605760090765047
